	node	betweeness	eigenvector
168	Paul Manafort	0.0009346341100306188	0.04992803704366305
169	Rick Wiley	3.424236130561092e-05	0.010063860925298125
170	Wiley	4.630817715207399e-06	0.00542070515190191
171	Sullivan	0.0002828807888636897	0.024400476678566173
172	Robert Costa	0.00022420480754610538	0.04916924773085303
173	J. Fred Buzhardt	0.0	0.0001421347688064565
174	Hillary Rodham Clinton	0.003288902919934663	0.04228407375398995
175	Mitt Romney	0.0007950691451133417	0.040216967037228844
176	Matthew Dowd	0.0	0.004992466592459046
177	George W. Bush’s	0.0005327437344903547	0.02240234254143712
178	Lawrence Mishel	0.0	0.004992466592459046
179	Yuval Levin	2.9383502900380234e-05	0.005387281784851014
180	Romney	0.0021133622254470756	0.055877205209683985
181	Levin	5.19368937954844e-06	0.009849575092348078
182	Neera Tanden	6.12351494776571e-05	0.022258862833087513
183	Grover Norquist	0.0006458824311961144	0.014136830513500714
184	William Galston	7.338562724162609e-06	0.009628071083855886
185	Galston	1.7719336546299007e-06	0.008297191346937242
186	Rick Santorum	0.0014643665617965667	0.04145076427876585
187	Mike Huckabee	0.003212966514199649	0.04677231230505635
188	R-Wis.	0.0010278775912804074	0.03297424950707317
189	Jared Bernstein	0.0	0.004992466592459046
190	Bernstein	1.9943648659804196e-05	0.010045216110109566
191	Janet Yellen	0.0014934867129048806	0.006246806949355849
192	Steven Ricchiuto	0.0	0.0005617908392845109
193	Chris Gaffney	0.0	0.0005617908392845109
194	Gaffney	0.0	0.0005617908392845109
195	Paul Ashworth	4.010189889220417e-06	0.0009341759465375217
196	Yellen	9.425675202373014e-05	0.0013960282531626787
197	Universe Alicia Machado	3.5781094557375855e-06	0.008622981726214132
198	Universe	2.832443682784222e-05	0.0106387694223361
199	James Jay Carafano	0.0	0.0006739782997713951
200	Lyndon Johnson	0.0007715309875968422	0.01979899046814986
201	Reconstruction	0.0	0.005140588987645832
202	Frances Lee	5.567620898364567e-05	0.005302101965982368
203	Alan Abramowitz	9.350673213079537e-05	0.013955990162396245
204	Steven Webster	1.3495183973194567e-05	0.008693650081404682
205	anti-Bush	0.0	0.005140588987645832
206	Stalin	1.8947341473765755e-06	0.006114423479183801
207	Hitler	0.0014507460261571445	0.02484062854209216
208	John Boehner	0.006670418658022983	0.054394472263481826
209	anti-Clinton	1.5260130260670214e-05	0.010201883181925879
210	Antonio Weiss	0.0	0.005140588987645832
211	Jack Lew	0.00020195783464865987	0.011189618647788986
212	Warren	0.0029126402749157457	0.035354373083032194
213	Howard Taft	0.0	0.005140588987645832
214	Teddy Roosevelt	0.00016716907146043178	0.007316152871698555
215	Woodrow Wilson	0.00017763813665100094	0.016200356014082488
216	Grant McConnell	0.0	0.005140588987645832
217	Hans Noel	2.0457815940760575e-05	0.011225554329748866
218	Noel	0.00017938529030523043	0.008135824302405725
219	George Norris	0.0	0.005140588987645832
220	Joe Cannon	0.0	0.005140588987645832
221	Gingrich	0.00021534376565878648	0.04292663862654675
222	Thomas Reed	0.0	0.005140588987645832
223	Boehner	0.00295604571584975	0.04901791404665814
224	Charlie Hebdo	0.010421535274352047	0.01256694893710803
225	Geller	1.7115165354516456e-06	0.00024897970261285096
226	Gordon Coonfield	0.0	0.00016481530300900958
227	Cartoon Contest	1.7115165354516456e-06	0.00024810648986676017
228	Coonfield	0.0	0.00016539535486379014
229	Muhammad	0.0012044841671523174	0.0031927663250414834
230	Der Ewige Jude	0.0	0.00016481530300900958
231	Linda Sarsour	0.0	0.00016481530300900958
232	Sarsour	0.0	0.00016481530300900958
233	Tsarnaev	0.00010882394046951178	0.0011145420765817928
234	Charlie	0.000145111635454716	0.0016750809833855976
235	Michael Cantalupo	0.0	0.0026996510125281
236	Cantalupo	0.0	0.0026996510125281
237	Denise Guardascione	0.0	0.0026996510125281
238	Guardascione	0.0	0.002709145912801267
239	Archie Bunker’s	0.0	0.0026996510125281
240	Jeanne Zaino	4.892829913155657e-06	0.003668415968591603
241	Sanders	0.0008410344681809311	0.030154593618766785
242	Dan Hopkins	1.8750939816558942e-05	0.004743103657572043
243	Charles Schumer	7.712730152426833e-05	0.005687683797672565
244	Zaino	0.0	0.0026996510125281
245	Hillary Clinton's	0.002600635112746496	0.043607679085943894
246	Saddam Hussein	0.004788787997401635	0.024306643343765155
247	al-Shabaab	0.0	0.00350238473042349
248	Ellen Tauscher	0.0	0.0027742837582134497
249	Donald Trump's	0.0019681219056821393	0.04458179463868863
250	Andrew P. Napolitano	6.452868400151574e-06	0.003162416739181465
251	Rubio	0.0002794232021716821	0.025447443653872383
252	Dana Milbank	0.000551191551483592	0.019940802567146337
253	Twitter	0.005053081858634655	0.03918371362551523
254	Eric Holder	0.001807360090723442	0.017968460982686358
255	Loretta Lynch	0.00251107440463212	0.035609142316693085
256	Loretta Lynch's	1.2096155805768995e-05	0.003919052090923773
257	Lorenzo A. Lynch	0.0	0.0011347533873598131
258	Lorenzo Lynch	8.190483913143031e-06	0.0019679096302150337
259	Tim Heaphy	0.0	0.0011347533873598131
260	Abner Louima	0.0	0.0011347533873598131
261	Greg Meeks	3.411694561126554e-06	0.0020795416550946828
262	Mark Zuckerberg	0.0006794591453848075	0.00726601775851371
263	Zuckerberg	9.050814228529918e-05	0.007290822564690701
264	Dan Gillmor	0.0	5.120728908858252e-05
265	Omar Mateen	0.00037935186083593806	0.00609504540178084
266	Zahi Salman	0.0	0.0008639697140056977
267	Mateen	0.00037067381828312254	0.004808091100648985
268	Peter King	0.0003109817652810847	0.022386346657639226
269	Buddy Dyer	0.0	0.0008639697140056977
270	James Comey	0.0009290174342245514	0.03261251341335948
271	Patience Carter	0.0	0.0008639697140056977
272	Matthew Gentili	0.0	0.0008639697140056977
273	Sara Brady	0.0	0.0008639697140056977
274	Sitora Yusufiy	2.3610573751458195e-05	0.0012094955927256948
275	Seddique Mateen	6.713093812069861e-05	0.0037900753264105518
276	Dr Chadwick Smith	0.0	0.0008639697140056977
277	Rick Perry	0.0012643258966970486	0.05446080322376873
278	Hector De Leon	0.0	0.0032998163527774137
279	De Leon	0.0	0.0032998163527774137
280	Lionel Sosa	8.311958858148277e-06	0.006114058977960731
281	Sylvia Manzano	2.7189564193314568e-05	0.007103297239480109
282	Manzano	0.0	0.0032998163527774137
283	Columba	1.2345871445104583e-05	0.01073360420738387
284	P. Bush	0.0	0.0032998163527774137
285	George P. 	0.0	0.0032998163527774137
286	Perry	0.00034765389696205065	0.034862774921483805
287	Tony Sanchez	0.0	0.0032998163527774137
288	Paul	0.005000086868104841	0.0532756366380647
289	Ed Rogers	0.0	0.004132452743919863
290	Charlie Black	4.1372307843885227e-05	0.0164490368594822
291	Brian Walsh	1.4118042227645381e-06	0.007693185509796109
292	Texan	0.0	0.004132452743919863
293	Stevens	0.00014829092729890913	0.018724936023750582
294	George Herbert Walker Bush	7.02321234080861e-06	0.00803083942746307
295	Bernie Sanders's	7.841891006751658e-05	0.011595367354554178
296	Linsdey Graham	0.0	0.0030655893332604688
297	Graham	0.004195506212776414	0.046418806996926215
298	Ben Carson	0.005307191797766967	0.07031117032645849
299	Carson	0.0018111534288115239	0.0439306483759789
300	Ari Fleischer	1.4173449339235992e-05	0.011757125201215461
301	Fleischer	0.0	0.005029132579363135
302	Stuart Stevens	2.3816630074976345e-05	0.01386078330071715
303	Lewandowski	0.00019985369235733306	0.027715230628513762
304	Jeb	0.001976225699753456	0.0589365680544508
305	Chris Christie	0.007488598881305394	0.08772113988730572
306	Christie	0.001339201826897901	0.0532037914999216
307	Johnson	0.006988284324038918	0.05237766786098055
308	Ferguson	0.0025733528458579823	0.010843671794702683
309	Steve Kornacki	8.77173843427144e-06	0.0019213037623886265
310	Michael Brown	0.004729049204046986	0.016199016344192536
311	Darren Wilson	0.001351835467082815	0.006197640109741906
312	Brown	0.0033522650241050033	0.030548100912316425
313	Wilson	0.001477462659160897	0.008888094300797438
314	Dorian Johnson	2.9231921548405874e-06	0.0005305465616308005
315	Eric Garner	0.0012070240793943202	0.009238054957868247
316	John Crawford III	6.671771816191201e-06	0.0007332938386874474
317	Levar Jones	0.0	0.0004934002713618181
318	Tamir Rice	0.0002585023539497194	0.002749527166316328
319	Dannel Malloy	0.0	0.0024506754192423564
320	Barney Frank	0.00011657211996596543	0.006083113088738209
321	Frank 	0.0	0.0024506754192423564
322	Malloy	2.737414102538346e-05	0.004927311230591131
323	Frank	0.00011657211996596543	0.006104512582729837
324	Brad Deutsch	6.912104367324065e-07	0.003452448073724378
325	Jim Roosevelt	0.0	0.0024506754192423564
326	Lorraine Miller	0.0	0.0024506754192423564
327	Debbie Wasserman Schultz	0.0004268489384903812	0.02414832612876831
328	Tim Canova	4.085959121148175e-06	0.004125396111498577
329	Wasserman Schultz	8.055268059568103e-05	0.011055109191648982
330	Deutsch	0.0	0.0024506754192423564
331	Tad Devine	2.8403020225675822e-05	0.007461918405272584
332	Devine	0.0	0.0024506754192423564
333	Leigh Appleby	0.0	0.0024506754192423564
334	Appleby	0.0	0.0024506754192423564
335	Valerie Jarrett	0.000330625969600928	0.008592819049218135
336	Jarrett	6.297507109737826e-05	0.003882565638142545
337	Ed Murray	0.0007736529401916073	0.003883771864447279
338	Murray	0.00050967644218035	0.017874145856742414
339	Jon Russell	0.0	0.0007150677604717754
340	Russell	3.657882811929945e-05	0.0011342864879114287
341	Tom Perez	0.00013637427061620453	0.01438522752525888
342	Perez	0.0002092066044040504	0.011281962188956154
343	Sherry Leiwant	0.0	0.0007150677604717754
344	John Eichelberger Jr.	0.0	0.0007150677604717754
345	Matthew Eshbaugh-Soha	0.0	0.0007150677604717754
346	Michael Nutter	0.00016133631060282692	0.008962126893136219
347	Mark McDonald	0.0	0.0007150677604717754
348	Bill Greenlee	0.0	0.0007150677604717754
349	Greenlee	0.0	0.0007150677604717754
350	Aziza Hamid	0.0	0.0009747136422473017
351	Suruc	0.0	0.0009747136422473017
352	Peshmerga	0.00027172597369378305	0.0018326099166783916
353	Kiymet Ergun	0.0	0.0009747136422473017
354	Kurd	0.0	0.0009747136422473017
355	Cundi Minaz	0.0	0.0009747136422473017
356	Minaz	0.0	0.0009747136422473017
357	Kobani	4.427933576466643e-06	0.0009858440722279131
358	Jurf al-Sakhar	0.0	0.0009747136422473017
359	Kenji Goto	0.0002270567394930819	0.0020933590284231956
360	Goto	0.0	0.0009747136422473017
361	Junko Ishido	0.0	0.0009712964703322827
362	Ayn al-Arab	0.0	0.0009747136422473017
363	Safi al-Kasasbeh	0.0	0.0009712964703322827
364	Al-Kasasbeh's	0.0	0.0009712964703322827
365	Moath al-Kasasbeh	0.0	0.0009712964703322827
366	Jordan	0.0009544426334849622	0.012105449129378821
367	Al-Alam	0.0	0.0009747136422473017
368	Mohammed Musallam	0.0	0.0009712964703322827
369	Neve Yaakov	0.0	0.0009712964703322827
370	Musallam	0.0	0.0009712964703322827
371	Yazidis	0.0	0.0009747136422473017
372	Ramadi	9.03583773677145e-05	0.0022159991804381134
373	Mohammed Ashraf	0.0	0.0009712964703322827
374	Prince Faisal bin Khaled bin Abdulaziz	0.0	0.0009712964703322827
375	Kweiras	0.0	0.0009747136422473017
376	Jaafar Saad	0.0	0.0009712964703322827
377	Sayeda Zeynab	0.0	0.0009712964703322827
378	Jeff Fortenberry	0.0	0.0009712964703322827
379	Anna Eshoo	0.0	0.0009712964703322827
380	Fortenberry	0.0	0.0009712964703322827
381	Yezidi	0.0	0.0009712964703322827
382	Toufic Baaklini	0.0	0.0009712964703322827
383	Baaklini	0.0	0.0009712964703322827
384	Cardinal Donald Wuerl	0.0	0.0009712964703322827
385	Wuerl	0.0	0.0009712964703322827
386	Chris Cuomo	0.001041884682895223	0.027348521329808938
387	Sandra Day O'Connor	5.584569369423629e-05	0.005178160752037077
388	O'Connor	0.0	0.0001144456579857203
389	Herman Cain	0.00017002126872503473	0.01532070403238046
390	Carly Fiorina	0.001115400964838688	0.041053791600002894
391	Brian Kilmeade	2.5636653580535105e-06	0.007324991476256981
392	Jim DeMint	2.2589445985853926e-05	0.017486597256834827
393	Fiorina	0.000709293028092589	0.031287614587789725
394	Rudy Giuliani	0.000951930101943149	0.04377045452718007
395	Giuliani	0.0021509305637415757	0.03846355532030662
396	Bernie	0.001146390125259365	0.042648598345558966
397	Neil Sroka	0.0	0.0014346384054941517
398	Jeff Weaver	0.0001105272397522848	0.01456143208068613
399	Ben Wikler	0.0	0.0014346384054941517
400	Whitewater	0.00011600815311279232	0.023991193707075368
401	Clintons	0.004978517401124789	0.08494620472158322
402	Monica Lewinsky	0.00028210028366373505	0.026931818706643
403	Lewinsky	7.067551680519508e-05	0.015017666225051077
404	Osama bin Laden	0.0022753323297890426	0.026841749039202185
405	Blackberry	1.9373861625064607e-05	0.009981175628584282
406	Valls	0.0	0.00012160019666793696
407	Bernard Cazeneuve	0.00020944130073435413	0.002273020036899465
408	Jacques Meric	0.0	0.00012117372086131733
409	Said	0.0004025176189616654	0.0017418142616285447
410	Chérif Kouachi	0.00016701526409142192	0.0009577064424110354
411	Hamyd Mourad	3.297313451146262e-06	0.00037411878187031724
412	Manuel Valls	0.00044991949856496385	0.0026072459112828033
413	Antonin Scalia	0.0019274979960911245	0.030511075652803657
414	Jeb Bush’s	0.00026285272455723853	0.02456492992147783
415	Assad	0.0017544597078627527	0.01400817842817218
416	Scalia	0.0012144649656247901	0.027404204922760505
417	Heller	1.9509969274402747e-05	0.005933837938321416
418	R. Ted Cruz	0.0	0.002262708142572506
419	David Bernstein	4.1469292845311e-06	0.0037462592087177658
420	George Mason	0.0	0.002262708142572506
421	Tom Phillips	0.0	0.002262708142572506
422	Toby Neugebauer	3.087038706434951e-05	0.007734457677446932
423	William Rehnquist	0.0001250232667321622	0.010128616543542687
424	Greg Abbott	0.0017794294989941155	0.024602813128740797
425	Abbott	2.8501839884093934e-05	0.0053722870625970785
426	Jim Ho	0.0	0.002262708142572506
427	Ho	0.0	0.002262708142572506
428	Josh Uretsky	0.0	0.0021365534948661904
429	Weaver	6.463149933567094e-05	0.01504390531145
430	Robby Mook	0.00040900787200590924	0.025899036505520553
431	Brian Fallon	0.00019455479116666657	0.021953949331167077
432	RoseAnn DeMoro	0.0	0.0021365534948661904
433	Howard Dean	4.485777421867952e-05	0.011891743947028225
434	John Napier Tye	0.0	0.0011059688598311003
435	Tye	0.0	0.0011098591655643658
436	Gmails	0.0	0.0011059688598311003
437	Edward Snowden's	0.0	0.0011059688598311003
438	Snowden	6.836205967652383e-05	0.009146640403427928
439	Andrew Napolitano	6.434217748603499e-05	0.012093140543114882
440	Martha Stewart	0.0	0.0012392350422800401
441	Timothy Gill	0.0	0.0012392350422800401
442	Patrick Kennedy	2.4792770476306252e-05	0.004596099606636551
443	Gill	0.0003011687794777193	0.0012668854919352858
444	Brian Hale	0.0	0.0012392350422800401
445	Hale	0.0	0.0012392350422800401
446	Andrea G. Williams	0.0	0.0012392350422800401
447	Kennedy	0.0038795892777621034	0.02748073289559854
448	Kate Duval	0.0	0.0012392350422800401
449	Duval	0.0	0.0012435945961838542
450	David Kendall	5.463529823542995e-05	0.005454115331016004
451	Lois Lerner	0.00017281209469274252	0.010749122573078836
452	Pamela K. Browne	1.5363256741595728e-05	0.004817782602742597
453	Catherine Herridge	0.0031222125460108685	0.009398282388888731
454	Gary Johnson	0.001064864311647043	0.04577509344129784
455	Joe Hunter	7.931579515305685e-06	0.017041697660486067
456	Bill Weld	6.030429286704839e-05	0.008975367830752737
457	Weld	0.000253239249207025	0.009564702111781205
458	Liz Mair	5.951424888370925e-05	0.01072482570975067
459	Mair	1.2325998507928807e-05	0.0037033543485936815
460	Scott Rigell	2.2491545458282083e-05	0.012188056256151873
461	Reid Ribble	0.0	0.0034602679430440894
462	Mike Coffman	0.00047301109417770965	0.009577642804735997
463	Hunter	0.00038443468635947177	0.021096588019211316
464	Joseph Russo III	0.0	0.0034602679430440894
465	Sarah Palin	0.002292516352287381	0.05230278436691694
466	Gary Johnson's	0.00012781685461126953	0.0038768288496329258
467	Anderson Cooper	0.002950221218356047	0.022276221538417473
468	Drew Carey	0.0	0.0034602679430440894
469	Donna Brazile	8.664240213733109e-05	0.017455121588162037
470	Don Fowler	0.0	0.0031547835218334406
471	David Shuster	0.0	0.0031547835218334406
472	Cokie Roberts	0.0	0.0031547835218334406
473	Roberts	0.0015427561625628034	0.024019350241850427
474	Ted Strickland	0.0002763828839071957	0.03723505528964152
475	Kaine	0.0007410943142240598	0.0524904196537092
476	Doug Wead	0.0	0.0031547835218334406
477	George McGovern	6.372869499710025e-05	0.01849026961671314
478	Thomas Eagleton	0.0	0.0031547835218334406
479	Rick Hasen	2.794300110452703e-06	0.004619629019350754
480	Hasen	3.1837797380427594e-06	0.004678728380335262
481	Adam Shaw	2.449861351454227e-05	0.009227679200157185
482	@AdamShawNY	3.428592953928872e-06	0.0070396390115386905
483	Frederic Van Leeuw	0.00017828208155746113	0.0009002209329492791
484	Paul Van Tigchelt	0.0	3.6291021238713454e-05
485	Ibrahim El Bakraoui	8.3924239452103e-07	4.983578220766568e-05
486	Khalid El Bakraoui	1.8042428657797167e-06	4.9950850916437316e-05
487	Kalashnikov	3.944133879797598e-05	0.0002459402938665749
488	RTBF	0.00016126851724033558	0.0006440011964100565
489	Najim Laachraoui	0.0003570704139939249	0.0011260747632102165
490	Paul Cruickshank	0.00017543427013172512	0.0010136411758564262
491	Van Leeuw	5.1442269575590474e-05	0.0003159505501138653
492	Ibrahim El Bakraoui's	8.3924239452103e-07	4.966099470355019e-05
493	Abdeslam	0.0007293573810124493	0.0019460255532099627
494	Bakraoui	4.393913168284634e-05	0.0005017150782633857
495	Abeslam	0.0	3.6291021238713454e-05
496	Peter Bergen	0.002345698738589812	0.0034356925839766355
497	Kate Steinle	0.00033017598386293604	0.004398817344490932
498	Raul A. Reyes	3.210332366253487e-05	0.0070952098269694225
499	Juan Francisco Lopez-Sanchez	9.714683723000604e-06	0.0008906378313164124
500	Aurora	0.00012152921202210023	0.0035900277104785653
501	Lopez-Sanchez	2.867851516865538e-05	0.0004254390209796189
502	Steinle	6.236657959124386e-06	0.002268429107049006
503	Netanyahu	0.003473372530775924	0.02348604022469081
504	Isaac Herzog	7.982689307477475e-05	0.0015170349361721721
505	Mahmud Abbas	0.0	0.00023727811765179542
506	Chelsea	5.0107783752817684e-05	0.01844972914860519
507	John Lewis	0.00018503513663668103	0.01972910348837359
508	Lewis	0.0020195968301190683	0.011086281047763952
509	Brown Chapel	0.0	0.0005793745518228657
510	Jim Crow	0.00034037870105281174	0.011855554617825668
