	node	betweeness	eigenvector
2515	Ali Mohammed Assiri	0.0	8.943531352907648e-05
2516	King Abdullah	0.0001857840378986594	0.0026957214036039266
2517	Mansour al-Turki	0.0	8.943531352907648e-05
2518	Tawfeeq al-Sediry	0.0	8.943531352907648e-05
2519	Ali al-Ahmed	0.0	8.943531352907648e-05
2520	Ahmed	1.561764054485783e-05	0.0006224237468823835
2521	Awadh al-Badi	0.0	8.943531352907648e-05
2522	Badi	0.0	8.975010473246578e-05
2523	Prince Khaled	0.0	8.943531352907648e-05
2524	Reaganesque	0.0	0.003656588289973794
2525	Christian Whiton	2.6321568942623597e-06	0.0049045728018304565
2526	Rachel Dolezal	7.381334162874966e-05	0.0008210543947117585
2527	Chaz Bono	0.0	0.00024393729981325927
2528	Caitlyn Jenner	0.00037916776004951727	0.005105690457527073
2529	Caitlyn	2.9774955137520865e-06	0.0006410451041949906
2530	Lincoln Agner	0.0	0.00024393729981325927
2531	Dzhokhar Tsarnaev	0.0005133831952567419	8.998344738089051e-05
2532	Zubeidat	0.0	3.189527879318683e-07
2533	Zubeidat Tsarnaev	0.0	3.189527879318683e-07
2534	Vocativ	0.0	3.189527879318683e-07
2535	James Fallows	0.0	0.004800069855628505
2536	Jane Goodall	0.0	0.004800069855628505
2537	Goodall	0.0	0.004800069855628505
2538	Dante Chinni	2.1598518164062997e-06	0.017300824113830073
2539	Marilyn Tavenner	2.9486834503545058e-05	0.0009442976510467327
2540	Will Step Down	0.0	2.2826408091567362e-05
2541	Kathleen Sebelius	2.9486834503545058e-05	0.0009442976510467327
2542	Sylvia Burwell	0.0002924019923262544	0.00457662880522025
2543	Marilyn	0.0	2.2826408091567362e-05
2544	Lee Atwater	1.062712596375357e-05	0.005760130102892317
2545	Andrew Goodman	0.0	0.0034335693496362132
2546	Michael Schwerner	0.0	0.0034335693496362132
2547	James Chaney	0.0	0.0034335693496362132
2548	Jim	0.0004644351695566288	0.007063102595441161
2549	Jane Crow	0.0	0.0034335693496362132
2550	George Bush	0.0001092625475111616	0.023034352517249786
2551	Michael Tesler	4.653368422967282e-06	0.005141810890895823
2552	Jane	7.632298132758665e-05	0.015288405705610682
2553	Slate	0.0	0.0034335693496362132
2554	Isaac Chotiner	0.0	0.0034335693496362132
2555	Elizabeth Bathory	0.0	0.0034456469627178266
2556	Jeff Rathke	0.001712832820157894	0.0026481493474852474
2557	Steve Linick	7.19013886116088e-06	0.0016811733693882923
2558	Norman J. Ornstein	5.22574183393058e-05	0.003752272999804095
2559	Alan I. Abramowitz	5.22574183393058e-05	0.003752272999804095
2560	Abramowitz	1.999759708388305e-05	0.009336863745047313
2561	Jon Cohen	0.0	0.0035734561632956782
2562	Mark Blumenthal	0.0	0.0035734561632956782
2563	Cohen	0.00015643695327611875	0.007064562841170436
2564	Andrew Kohut	0.0	0.0035734561632956782
2565	Mark Mellman	0.0009371017712049302	0.004868628223199896
2566	Mellman	0.0	0.003586025022571278
2567	Ann	1.6658593286865943e-05	0.011130611565872896
2568	Mitt	3.0627406497271814e-05	0.013756513428017923
2569	Politico 	7.756174023191293e-07	0.005875375521253881
2570	Netflix	3.0671251353556185e-05	0.01111127424995969
2571	Bret Baier	2.7947066046238586e-05	0.014216630600596167
2572	Denis McDonough	0.0002734524642213992	0.011905640155864008
2573	Dana Nelson	5.377789998021384e-05	0.002895113155403255
2574	Dean	2.4410385912605086e-05	0.0096004548048936
2575	Martha McSally	1.4782560166437338e-05	0.0028926518280897547
2576	Abbas	0.00010082531082002184	0.003489559145602592
2577	Araghchi	0.0	0.0011666298359546338
2578	Mohammed Javad Zarif	1.5760941173021095e-05	0.0026241816845785342
2579	Livni	3.6202218573637166e-05	0.0008058088988571027
2580	Yehuda Ben Meir	0.0	0.0007551724503640084
2581	Naftali Bennett	6.282765194823668e-05	0.0013485109790148636
2582	Bennett	0.0003528601021064268	0.008752229798083395
2583	Reuven Hazan	0.0	0.0007551724503640084
2584	Jeremy Bird	0.0	0.0007551724503640084
2585	Moshe Kahlon	6.248757395914665e-05	0.001281301455435837
2586	Einstein	0.0	0.001338855598018525
2587	David M. Perry	0.0	1.6691666282878914e-06
2588	Shannon Jenkins	0.0	1.6691666282878914e-06
2589	Adam Lanza	0.00034228573820272617	0.00047261565227939815
2590	Steve Forbes	0.0	0.0006430610924944947
2591	Ryan Grim	0.0	0.00021300079159760273
2592	Charles Schumer's	0.0	0.00021300079159760273
2593	Did Donald Trump	0.0	0.003114551035623054
2594	Peter Brown	2.007461095955585e-05	0.004187192683178455
2595	Cain	6.112798162815682e-07	0.005904950834361504
2596	Gilmore	6.674219564037607e-06	0.01033731886199001
2597	Dulles Aiport	0.0	0.002820093564939817
2598	St. Peter	0.0	0.002820093564939817
2599	Laurence Tubiana	0.0	1.3164278594433753e-32
2600	Valli Moosa	0.0	1.3164278594433753e-32
2601	Alan Gross	2.3897692420978615e-05	0.004922903716064324
2602	Mark Levin	4.081189073733493e-05	0.01669177685532986
2603	Ana Navarro	2.3587487938281152e-05	0.00964018626867832
2604	Richard Viguerie	4.343916006906157e-06	0.009078495998693183
2605	Renee Plummer	5.57014187105679e-06	0.004500925406412984
2606	Columba Bush	3.2088050849274934e-06	0.006621533561318743
2607	Jose Alancar	8.82438928851323e-08	0.004565790260511495
2608	Janet Napolitano	3.9956089402979094e-05	0.0054746927892242656
2609	Vincente Fox	8.82438928851323e-08	0.004565790260511495
2610	George W.	3.5464395054875306e-05	0.008629514032281892
2611	George H.W.	8.82438928851323e-08	0.004565790260511495
2612	Margaret	7.733393127006333e-06	0.006272527154177305
2613	Marshall	0.0001397494052398907	0.004902347972204672
2614	Marvin Bush	3.0888066351334877e-06	0.006925797587210608
2615	Bill LeBlond	8.82438928851323e-08	0.004565790260511495
2616	Neil Bush	8.82438928851323e-08	0.004565790260511495
2617	Pierce	8.82438928851323e-08	0.004565790260511495
2618	Sharon	8.82438928851323e-08	0.004565790260511495
2619	Jenna	8.82438928851323e-08	0.004565790260511495
2620	Sam LeBlond	8.82438928851323e-08	0.004565790260511495
2621	Doro Bush Lebond	8.82438928851323e-08	0.004565790260511495
2622	George P.	8.82438928851323e-08	0.004565790260511495
2623	Jebby	8.82438928851323e-08	0.004565790260511495
2624	Noelle Bush	8.82438928851323e-08	0.004565790260511495
2625	Anwar al-Awlaki	0.0004160111251757941	0.004638228605501886
2626	Dammartin	7.333946310836243e-05	0.0018894438217669665
2627	Hypercacher	0.0	0.00021436618930049955
2628	Prophet Muhammed	0.0	0.00021436618930049955
2629	Clarissa Jean-Philippe	0.0	0.00021436618930049955
2630	Boumeddiene	0.0001355923593877891	0.001712470368869455
2631	Molins	6.0870506618275555e-05	0.001034810771119236
2632	Djamel Beghal	8.697263910795878e-06	0.0009446544883935329
2633	Stephane Charbonnier	9.259680978368048e-05	0.0012497077897955546
2634	Charb	2.7002432433920442e-05	0.0009640019953786685
2635	Jeannette Bougrab	0.0	0.00021436618930049958
2636	Greg Palkot	0.00022621493926323484	0.0017997476938682695
2637	Elton Simpson	5.809181433276697e-05	0.001075971539183142
2638	Nadir Soofi	0.0	0.0001203978274658675
2639	Jessica Stern	4.004989925755555e-06	0.00016111732547019106
2640	Tim Clemente	0.0	0.0001203978274658675
2641	Clemente	5.649988869525327e-06	0.0002766394596019383
2642	Stern	0.0	0.0001203978274658675
2643	Lars Vilks	0.0003413120366521757	0.0014184292953365262
2644	Pam Geller	5.905285639476972e-07	0.00015358447965567565
2645	Mohammad	2.6548309139290264e-06	0.00025707725595766715
2646	Geert Wilders	0.000946720089401868	0.014634885840355787
2647	Thomas Hegghammer	0.0	0.00012039782746586748
2648	Aymenn Jawad al-Tamimi	0.0	0.00012039782746586748
2649	Anthony Batts	0.00015225096967346464	0.002100874441562743
2650	Sam Walker	0.0	0.00037122828744244797
2651	Rawlings-Blake	9.194746251084216e-06	0.0007223197586210154
2652	Michael’s Brown	0.0	0.00037122828744244797
2653	Marilyn Mosby	0.00043551207994693014	0.001675100803197233
2654	Charles Ramsey	0.0	0.00037122828744244797
2655	Ramsey	0.0	0.00037122828744244797
2656	Christopher Boian	0.0	0.0013521765831664397
2657	Mark Toner	5.366818088420471e-05	0.002850879270019578
2658	Danielle Thomsen	0.0	0.00014259158261929682
2659	Thomsen	0.0	0.00014309346820856877
2660	John Tanner	0.0	0.00014259158261929682
2661	True Conservatives	0.0	0.00014259158261929682
2662	David Broockman	0.0003183974021166695	0.0020065161748825918
2663	Nicholas Carnes	0.0	0.00014259158261929682
2664	Christopher Skovron	0.0	0.00014259158261929682
2665	Broockman	0.0	0.00014309346820856877
2666	Joseph Bafumi	0.0	0.00014259158261929682
2667	Michael C. Herron	0.0	0.00014259158261929682
2668	Ergo	0.00012536350207299022	0.0014080406837201328
2669	Cook	0.0008563011446149108	0.006013847950403016
2670	Anthony Fowler	0.0	0.00014259158261929682
2671	Andrew B. Hall	0.0	0.00014259158261929682
2672	Fowler	0.0	0.00014259158261929682
2673	Jacob Hacker	0.0	0.00014259158261929682
2674	Paul Pierson	0.0	0.00014259158261929682
2675	Anthony Downs	0.0	0.00014259158261929682
2676	Hacker	0.0	0.00014259158261929682
2677	Pierson	0.0009038063839426518	0.01680001837004606
2678	"I.

"	0.0	0.00014259158261929682
2679	Sue Evenwel's	0.0	4.442082880076713e-05
2680	DES MOINES	2.9976468571645706e-05	0.005635165042905684
2681	Hillary Clinton	0.0	0.0026886302652738238
2682	Andy McGuire	8.993386140479783e-06	0.005485320842219554
2683	Rania Batrice	0.0	0.0026886302652738238
2684	statement	0.0	0.0026886302652738238
2685	Matt Paul	0.0	0.0026886302652738238
2686	Statistically	0.0	0.0026886302652738238
2687	Steffen Schmidt	2.6663386009521322e-05	0.006640627707018189
2688	Dennis Goldford	2.081412790739244e-05	0.0075639979112074405
2689	McGuire	0.0	0.0026886302652738238
2690	Jill Joseph	0.0	0.0026886302652738238
2691	Joseph	2.7871413127303317e-05	0.00652899286123429
2692	Tom Henderson	0.0	0.0026886302652738238
2693	Peter D. Myers	0.0	0.0026886302652738238
2694	Paige Godden	0.0	0.0026886302652738238
2695	Tom Miller	0.0	0.0026886302652738238
2696	Mark Challis	0.0	0.0026886302652738238
2697	Mary Ann Dorsett	0.0	0.0026886302652738238
2698	Charlie Szold	0.0	0.0026886302652738238
2699	Angela Swanson-Henry	0.0	0.0026886302652738238
2700	Tony Leys	0.0	0.0026886302652738238
2701	Kevin Hardy	0.0	0.0026886302652738238
2702	Jennifer Jacobs	0.0	0.0026886302652738238
2703	the Lone Ranger	0.0	0.005719790949776636
2704	Don Jr.	1.9606768930649146e-05	0.022647131015649222
2705	Steve Burke	0.0	0.005699741840616181
2706	Don [Jr.	0.0	0.005699741840616181
2707	Ivanka	0.0002731539728176637	0.02247817958499444
2708	Muhammad Ali	1.0248614460355694e-05	0.00738530198069284
2709	Vince Lombardi	0.0	0.005719790949776636
2710	Ali	5.2277957176731065e-05	0.006800333159215823
2711	Jeffrey Goldberg	5.8440365679058285e-06	0.008406274643518426
2712	Evelyn M. Duffy	0.0	0.005699741840616181
2713	Susan Goldberg	0.0	0.00036091830573485394
2714	Greenland	0.0	0.00036091830573485394
2715	Steve Inskeep	0.0	0.010691119834576141
2716	Kristen Holmes	0.0	0.0003718492277103693
2717	Eugene Scott	0.0	0.0003718492277103693
2718	Gay	2.2459999294000568e-05	0.0030965239202475955
2719	Danielle Pletka	0.0	0.0011308537248835662
2720	Kathleen Hicks	0.0	0.0011308537248835662
2721	Ray Odierno	0.0	0.0011308537248835662
2722	Chuck ­Hagel	0.0	0.0011308537248835662
2723	Bernard Sanders	4.765925069051366e-05	0.016905026976669853
2724	Steven Mufson	0.0001409327377527192	0.006525940306146317
2725	Hinckley	0.0	0.005268388324168243
2726	James Hamilton	0.0	0.005268388324168243
2727	A.B. Culvahouse	0.0	0.005268388324168243
2728	Marc Lotter	2.3476634667582185e-05	0.01768425102758327
2729	Kevin Madden	2.142140337924331e-05	0.013273850558651601
2730	Steve Peoples	0.0	0.005268388324168243
2731	Evan Osnos	0.0	0.001248535953311769
2732	Osnos	0.0	0.0012529274774254894
2733	Frank Luntz	4.601737789895953e-05	0.012444631430658942
2734	Luntz	2.15859306708742e-05	0.008640137668008847
2735	Paula	0.0	0.001248535953311769
2736	Jerry Falwell Jr.	3.521392554351966e-05	0.016189715287390008
2737	Glenn Beck	0.00017666011521636648	0.016646037838984037
2738	Craig Shirley	1.2897119447432299e-05	0.00860331738784835
2739	Michael Glassner	1.2607836862311512e-06	0.0069524517245967395
2740	Phyllis Schlafly	0.00010768567785933288	0.012911607102074405
2741	Michael Savage	0.0	0.004891638036416661
2742	Willie Robertson	2.6786112129318567e-05	0.01786360452910728
2743	Phil Robertson	8.124814628481432e-05	0.017800058114793668
2744	L. Brent Bozell III	0.0	0.004891638036416661
2745	James Dobson	3.6767401639938386e-06	0.006247288279359492
2746	James Woods	6.375219574562559e-06	0.008630221303239245
2747	Beck	1.4320799317843923e-06	0.007047711319607717
2748	David Barton	2.687765849441676e-06	0.0063679849268733196
2749	Jose DelReal	5.3365885671944104e-05	0.03203072916179918
2750	Katie Zezima	0.00025667811469206545	0.035313543914048486
2751	Abdulazeez	0.0006831620341702682	0.004429439299268728
2752	Muhammod Youssuf Abdulazeez	0.0	0.0004850137706761866
2753	Youssef Abdulazeez	0.0	0.0004850137706761866
2754	Ed Reinhold	3.999568669290079e-05	0.0005367727376991446
2755	Mohammod Youssuf Abdulazeez	3.999568669290079e-05	0.0005367727376991446
2756	Marilyn Hutcheson	0.0	0.0004850137706761866
2757	Hutcheson	0.0	0.0004850137706761866
2758	Hussnain Javid	0.0	0.0004850137706761866
2759	Javid	0.0	0.0004850137706761866
2760	Greg Raymond	0.0	0.0004850137706761866
2761	Raymond	0.0	0.0004850137706761866
2762	Mel Carnahan Quadrangle	0.0	2.7566535082374818e-05
2763	Tim Tai	4.155658575280366e-05	0.00026096587716849414
2764	Tim Wolfe	2.2732805196597124e-05	0.0001684513003640589
2765	R. Bowen Loftin	0.0	2.7566535082374818e-05
2766	Tai	4.155658575280366e-05	0.0002618843657468433
2767	Concerned Student	7.92188137010393e-05	2.8937595805796177e-05
2768	Erik Wemple Blog	0.0017168232853919468	0.006078008724302243
2769	Sandy Davidson	0.0	2.7566535082374818e-05
2770	Tom Warhover	1.7075029919409993e-05	0.00012008111188681019
2771	Warhover	0.0	2.7566535082374818e-05
2772	Tim	0.0001187189604795015	0.0005763174042039787
2773	Richard J. “Chip” Callahan	0.0	2.7566535082374818e-05
2774	Callahan	0.0	2.7663569206767013e-05
2775	Peter Legrand	0.0	2.7566535082374818e-05
2776	Janna Basler	0.0	2.7566535082374818e-05
2777	Basler	0.0	2.7663569206767013e-05
2778	Melissa Click	1.7075029919409993e-05	0.00012008111188681019
2779	Ronald Brownstein	4.025384129477358e-06	0.004271483824607883
2780	William Frey	5.259814887672975e-07	0.003997240890784126
2781	Frey	1.9413209810177744e-05	0.004380627124316831
2782	Hoosier	0.0	0.002203933815195631
2783	Don Trump	0.0	0.0030511104606180477
2784	Jeb Bush 	0.0	0.0030511104606180477
2785	Hugh Hewitt	6.690944723777957e-05	0.01664928614639255
2786	Mark Lagerkvist	0.0	0.0003087222120823373
2787	Ahmet Davutoglu	0.00018792335218405503	0.0017404155289277269
2788	Sergei Shoigu	2.080990010503634e-05	0.000626102801322322
2789	Jens Stoltenberg	0.00010178462275394592	0.0012888788766488345
2790	Presidednt Hassan Rouhani	0.0	1.2861229234202934e-05
2791	Alan Simpson	1.1974559049979307e-06	0.006601639433980476
2792	Buzzfeed	0.0004615642782105556	0.03057317084244407
2793	Edmund Muskie	0.0	0.003088255897958956
2794	Janette	0.0	0.003088255897958956
2795	Jesse Helms	1.110485117953414e-05	0.00690162547965191
2796	Gary Hart	2.4454820464975006e-05	0.007185528445303055
2797	Hubert Humphreys	0.0	0.002025718176659867
2798	Ben Adler	2.272123360408766e-05	0.0050123344461008535
2799	Goldberg	3.6172265135050546e-06	0.008979186715227213
2800	Schumer	1.2276267133965609e-05	0.012620269995211411
2801	E.J. Dionne	5.140873172552505e-06	0.015256447266044793
2802	n’t Donald Trump’s	0.0	0.004143231516641398
2803	Jackson Kamau	0.0	0.00011618119798148166
2804	Joseph Nkaissery	5.401275396282923e-05	0.00013769278095514796
2805	Aden Duale	0.0	0.00011618119798148166
2806	Joseph Boinett	5.401275396282923e-05	0.00013769278095514796
2807	Mohammed Mohamud	5.401275396282923e-05	0.00013769278095514796
2808	Dulyadin	0.0	0.00011618119798148166
2809	Gamadhere	0.0	0.00011618119798148166
2810	Nicholas Ntulu	0.0	0.00011618119798148166
2811	Ann Musyoka	0.0	0.00011618119798148166
2812	Jacktone Kweya	0.0	0.00011618119798148166
2813	Robert Godec	0.0	0.00011618119798148166
2814	Westgate	1.1129293595585345e-05	0.00017368292203019257
2815	Abdiwahab Sheikh	0.0	0.00011618119798148166
2816	Robert Durst	4.855869507834405e-06	7.496752297680237e-05
2817	Susan Berman	4.855869507834405e-06	7.496752297680237e-05
2818	Berman	0.0046936076917303855	0.005205078356586407
2819	Kathie McCormack	0.0	2.163109341229638e-05
2820	Jean Casarez	0.0	2.163109341229638e-05
2821	Kathleen Durst	0.0	2.163109341229638e-05
2822	Miles Corwin	0.0	2.163109341229638e-05
2823	Corwin	0.0	2.163109341229638e-05
2824	Michael Daly	0.0	2.163109341229638e-05
2825	Morris Black	4.855869507834405e-06	7.470456459638784e-05
2826	Susan Criss	4.855869507834405e-06	7.470456459638784e-05
2827	Bob Durst	0.0	2.163109341229638e-05
2828	DeGuerin	0.0	2.163109341229638e-05
2829	Durst	4.855869507834405e-06	7.496752297680237e-05
2830	Jinx	4.855869507834405e-06	7.496752297680237e-05
2831	Chip Lewis	4.855869507834405e-06	7.470456459638784e-05
2832	Andrew Jarecki	4.855869507834405e-06	7.496752297680237e-05
2833	Marc Smerling	4.855869507834405e-06	7.470456459638784e-05
2834	Robert Durst's	0.0	2.163109341229638e-05
2835	Jim McCormack	0.0	2.163109341229638e-05
2836	Kathie	4.855869507834405e-06	7.496752297680237e-05
2837	FDR	0.00035515792712228323	0.02103739186477239
2838	Prophet	3.330208729307398e-05	0.0016824992129908102
2839	Setsuko Thurlow	0.0	0.0010937324119516569
2840	Max Berley	0.0	0.00035964883003851173
2841	Gary Samore	3.4712147257000434e-06	0.002395623837534587
2842	Javad Zarif	5.0587367365424304e-05	0.0029740723104677985
2843	Robert Einhorn	3.34103225159172e-06	0.0016387931552708944
2844	Dana Bash	9.227223659965479e-05	0.022247715188675556
2845	Cornelius Adebahr	0.0	0.0011203773845862395
2846	Jim Walsh	1.4860172331547385e-06	0.002263143249423638
2847	Paul Simon	5.555422468432981e-06	0.005896187438345039
2848	Elijah Cummings	0.0004722372386996717	0.007274415910628418
2849	John Parker	0.0	0.003888011329405385
2850	Gary West	0.0	0.003888011329405385
2851	West	0.0	0.003888011329405385
2852	Michelle Cottle	0.0	0.0038742244370772914
2853	David Blankenhorn	0.0	0.0038742244370772914
2854	Latino Americans	0.0	0.0038742244370772914
2855	Cottle	0.0	0.0038742244370772914
2856	Jonathan Rothwell	0.0	0.0038742244370772914
2857	Zack Beauchamp	5.507887560481079e-05	0.004011278978108924
2858	Lee Drutman	3.12000196018067e-06	0.005794026816413747
2859	Philip Klinkner	0.0	0.0038742244370772914
2860	Rothwell	0.0	0.0038742244370772914
2861	Jörg Haider	0.0	0.0038742244370772914
2862	Jean-Marie Le Pen	0.0	0.0038742244370772914
2863	Marine	0.0	0.0038742244370772914
2864	Pim Fortuyn	0.0	0.0038742244370772914
2865	Trump Town	0.0	0.0017857888949152252
2866	Wall	0.0	0.0017857888949152252
2867	Chris Hayes	0.00011905638214486062	0.01113551282418222
2868	Bowe Bergdahl	0.0003824897148973874	0.004262586097675714
2869	Alex Castellanos	1.5748299413935623e-05	0.009983414164077489
2870	Ban Ki-Moon	0.0	0.00045371369435757476
2871	Kim Jong Un	0.00042387472743251204	0.0103596515625655
2872	David Petraeus	0.0003831520868858123	0.016366783437018105
2873	David Letterman	0.0001107351991466219	0.005583484465309554
2874	Tim Terpack	0.0	0.00024272818713318273
2875	Terpack	0.0	0.00024272818713318273
2876	Jewell	0.0	0.0007591596217671565
2877	Karen Harbert	0.0	0.0007564986086885673
2878	Penny Pew	0.0	0.0007564986086885673
2879	Paul Gosar	3.493062877663405e-05	0.0030498088044841314
2880	David J. Hayes	0.0	0.0007564986086885673
2881	Sally	0.0	0.0007564986086885673
2882	Sreedhar Potarazu	1.6022103121155876e-07	0.00220890119324113
2883	Potarazu	1.6022103121155876e-07	0.00220890119324113
2884	Charles Grassley	8.728130640842028e-05	0.013417044296680083
2885	Rob Engstrom	7.112282996103696e-06	0.008089176731291144
2886	Sara Taylor Fagen	0.0	0.0025079812899389663
2887	Chris Georgia	0.0	0.0025079812899389663
2888	Jeff Kaufman	0.0	0.0025079812899389663
2889	John Engler	0.0	0.0025079812899389663
2890	Branstad	3.7418538107032816e-05	0.00605122676828132
2891	Patrick Klugman	6.230826063855279e-05	0.0029152570847481318
2892	Dominique Rizet	0.0	0.00015256540402679058
2893	Klugman	0.0	0.00015256540402679058
2894	Charles de Gaulle	0.0001205284778349808	0.0012183592122371515
2895	Orly	0.0	0.00015256540402679058
2896	the Prophet Mohammed	6.905020223052884e-05	0.004368448703933973
2897	Charlie Hebdo's	7.946523528993017e-05	0.0006439832077632734
2898	Henry Barbour	5.0187690529476934e-05	0.01482128161382338
2899	the Ronald Reagan	7.596864078818971e-06	0.006105511752772974
2900	Jay Cook	0.0	0.00022693127778700692
2901	Joseph A. D'Amico	0.0	0.00022693127778700692
2902	D'Amico	0.0	0.0002277300722932018
2903	Dennis McKenna	0.0	0.00022693127778700692
2904	McKenna	0.00013020448683335388	0.005285553264056571
2905	Audra Buchanan	0.0	0.00022693127778700692
2906	Suzanne Malveaux	9.982934942426248e-05	0.005419254664939693
2907	Buchanan	0.00041073430557335053	0.01832818284530762
2908	Pamela Sweat	0.0	0.00022693127778700698
2909	Deng Xiaoping	0.0	0.0006847134159593533
2910	Deng	5.234163370401014e-05	0.0012022505800859558
2911	Aung San Suu	0.0	0.0006847134159593533
2912	Paul Krugman	0.00017144932003308259	0.010739594716945819
2913	Steve Randy Waldman	0.0	0.003408110451642222
2914	Michele Flournoy	0.0	0.0009445216662049527
2915	Jim McGovern	0.0	0.0009445216662049527
2916	Kitty Hawk	0.0	0.001651498130851694
2917	D-Ga	0.0	0.001651498130851694
2918	Joseph Lowery	0.0	0.001651498130851694
2919	Hosea Williams	0.0	0.001651498130851694
2920	Diane Nash	0.0	0.001651498130851694
2921	Ralph Abernathy	0.0	0.001651498130851694
2922	C.T. Vivian	0.0	0.001651498130851694
2923	Andrew Young	0.0	0.001651498130851694
2924	Fred Shuttlesworth	0.0	0.001651498130851694
2925	Bernice King	0.0	0.001651498130851694
2926	Laura	0.00038078980000989717	0.020899961202356182
2927	Chris Collins	1.442048277472975e-06	0.0070879938646066076
2928	Washington	3.2883863085015624e-05	0.0057347052436714134
2929	John Fleming	6.129278384006426e-05	0.008396095131443666
2930	Sean Spicer	8.345988012281148e-05	0.02089083156526505
2931	Raul Labrador	1.259776861133407e-05	0.005490994992705042
2932	Bushes	4.633959801107626e-05	0.012368173807236437
2933	Ken Paxton	0.00010294727827327948	0.004802398113569459
2934	Paxton	0.0	0.0005980190118894965
2935	Trotter	0.0	0.0006001225772552317
2936	Ali Fadavi	0.0	0.0010064938283577487
2937	Ash Carter	0.0008304889123128981	0.00845917017618992
2938	Matthew Lee	0.0	0.0010064938283577487
2939	Lolita C. Baldor	0.0	0.0010064938283577487
2940	Bradley Klapper	0.0	0.0010064938283577487
2941	Richard Lardner	0.0	0.0010064938283577487
2942	Jon Gambrell	0.0	0.0010064938283577487
2943	Nasser Karimi	0.0	0.0010064938283577487
2944	a bin Laden”	0.0	0.0009533992409352219
2945	Akhtar Mohammad Mansour	0.0	0.0009533992409352219
2946	Jabhat al Nusra	0.0	0.0009533992409352219
2947	Jack Keane	1.499658642548961e-05	0.0039133078892621825
2948	Marc Thiessen’s	1.1036115788838703e-05	0.0033728852577040273
2949	Katie Walsh	0.0	0.003635878625189565
2950	Mike DuHaime	5.311826740778114e-06	0.005032439029292758
2951	Gerrit Lansing	0.0	0.003635878625189565
2952	Jim Murphy	0.0	0.003635878625189565
2953	Steve Duprey	1.422835372676922e-06	0.007817778218137034
2954	Matt Borges	1.1745449224176426e-05	0.012671392084816201
2955	Chris Carr	0.0	0.003635878625189565
2956	Carr	0.0	0.0036486682828842524
2957	Summerlin	0.0	0.003635878625189565
2958	Ed Cox	0.0	0.003282202250419979
2959	Jonathan Barnett	0.0	0.003282202250419979
2960	José Cunningham	0.0	0.003282202250419979
2961	Matt Moore	4.0166139761018223e-05	0.02212067693971978
2962	Katie Packer	3.0584993719892835e-05	0.016661237362340705
2963	David Norcross	0.0	0.003282202250419979
2964	Maxine Waters	0.0	0.00021609830207743361
2965	Ralph Reed	1.4771965220386993e-06	0.004560931222649949
2966	Sheriff Joe Arpaio's	0.0	0.003688446822497871
2967	David Martosko	1.3363676168799602e-06	0.0019384320406276025
2968	Martosko	1.3363676168799602e-06	0.0019384320406276025
2969	Alireza Jafarzadeh	0.0	0.0007922363209019311
2970	Jafarzadeh	0.0	0.0007922363209019311
2971	LeBron James	2.882873543603215e-06	0.004359719966172601
2972	Colin Kaepernick	5.2958977499337e-06	0.004179392458099958
2973	Marshawn Lynch	0.0	0.002441118396184361
2974	Richard Sherman	0.0	0.002441118396184361
2975	Michael Jordan	0.0	0.002441118396184361
2976	Kelvin Lee	0.0	4.628991272822084e-05
2977	Marga Gual Soler	0.0	4.612753508661543e-05
2978	Lee	0.0003976564311540356	0.013065297318089586
2979	John Phillippe	0.0	0.0012628092255849322
2980	Harf	6.412618232420691e-06	0.0018283767163405045
2981	Lindsey O. Graham	0.00016691278936465954	0.020107520490346347
2982	Abbas Araghchi	6.881864399026487e-06	0.0022000177292760383
2983	David Koch	0.00025203633031250193	0.016676611339653622
2984	Boyd Brown	0.0	0.00836343390445008
2985	Deborah Arnie Arnesen	0.0	0.00836343390445008
2986	Cindy Pollard	0.0	0.00836343390445008
2987	Teachout	0.0	0.00836343390445008
2988	Dick Harpootlian	0.0	0.00836343390445008
2989	Salim Shevan	0.0	0.000279776901746809
2990	Sinjar	3.3400344304648084e-05	0.0009621806011058759
2991	Yazidi fighter	0.0	0.000279776901746809
2992	Rawan Barzani	0.0	0.000279776901746809
2993	Dilgash Zebari	0.0	0.000279776901746809
2994	Zebari	0.0	0.0002807613711982344
2995	Kobane	1.5302446676928037e-05	0.0003696780009499297
2996	Bryan Murphy	0.0	0.000279776901746809
2997	Karen DeYoung	0.0002626402104246093	0.006196688419658452
2998	Alexander Hamilton	1.8205293597211967e-06	0.004101969394614878
2999	Maria Reynolds	0.0	0.002514086175293377
3000	Charles Dickinson	0.0	0.002514086175293377
3001	Rachel	7.206753201165035e-05	0.0026399826793883857
3002	mar Jackson’s	0.0	0.002514086175293377
3003	Peggy Eaton	0.0	0.002514086175293377
3004	John Eaton	0.0	0.002514086175293377
3005	Peggy	0.0	0.002514086175293377
3006	James Buchanan	2.3769897924652644e-05	0.00554074708030676
3007	Grover Cleveland	5.008822800333843e-06	0.004326464421452053
3008	William Rufus King	0.0	0.002514086175293377
3009	Nancy	2.8460906479031928e-05	0.007705622036446833
3010	James G. Blaine	0.0	0.002514086175293377
3011	ma	0.0	0.002514086175293377
3012	Warren Harding	0.00012075397487897908	0.00873934868399496
3013	Carrie Phillips	0.0	0.002514086175293377
3014	Nan Britton	0.0	0.002514086175293377
3015	Elizabeth	0.0006421269889593	0.014948472182401737
3016	Harding	3.365420173774683e-06	0.003895777606044807
